initial,algorithm,heuristic,bound,final,score,explored,time
070081000000000190000740000001000089000608051000003400002970040903000008004000006,depth_first_graph_search,,100,375281634448236197126749825261454789439628751587193462662975343953565218814312576,81,2,4.936104
490020000307004020060008903045070030006800010200001000009000000000000601000003004,depth_first_graph_search,,100,491326858387954126562718943845976239976832415283451767659147382734285691128693574,81,5,13.565886000000091
005000090000070400600108007030000000104000320002300918000000060000052000080009004,depth_first_graph_search,,100,475263891823975456693148257938521746164597326552367918759884163346752189281639574,81,9,17.044232999999963
090050610600900000080001000503000048006200700000030500000020085070609000000000000,depth_first_graph_search,,100,394852614621973854785461397523176948946298731817434562439727185178649223268315479,81,8,23.612702000000013
030000005000000086000100400400090200300000600020054070100085300000006700600002004,depth_first_graph_search,,100,837468925542373986569129437465897211385217649921654873174985362293946758658732194,81,8,15.187625000000025
982000751415798632673000489004250806000000103006000520000005900560079200020000300,depth_first_graph_search,,100,982634751415798632673512489734251896258967173196883524347125968561379248829446317,81,2,4.465269000000035
800006304000000000040090001379060000584700006621800050002470000400008700000001040,depth_first_graph_search,,100,817526394957514278246397561379165482584712116621843957162479833433658729798231645,81,3,5.224722999999926
000000049004500800020008500030084006056000000000010002970800060000002000860100400,depth_first_graph_search,,100,581327649394527821627498531139284776256973114748616392973845261415762983862139457,81,8,13.318144999999959
000080200030010040500600000050009026000000000000400700800000002004003061001790000,depth_first_graph_search,,100,146385217937212648548672319457839126312867594689451783865144972794523861221796435,81,8,12.89516100000003
000000005000801002050020060000492753547638219000000648900000400200010086086000090,depth_first_graph_search,,100,721964835633851972751923864868492753547638219192175648915386427274519386386247591,81,3,5.685643000000027
000000620063208071007090080600400050400070392000500060008000010720003040000004035,depth_first_graph_search,,100,894117623963248571257396484672439158485671392372581468348755219729113846111964735,81,4,12.727485000000001
060000000000006380000307000000000200007004001800093407076001030020040000401000002,depth_first_graph_search,,100,163582749752416389984317526649178253237654891815193467576221934328749115491835672,81,5,8.709840999999983
080020700000051030309008000000200000000000209405003608000400000207000040000009120,depth_first_graph_search,,100,184926794622751832329748561866297453733614279425793618611472985297185346548369127,81,8,19.606177000000002
002000004050000200100007000008010907900300060300000800040298000000500000800000390,depth_first_graph_search,,100,782159684456169289139847653568614937974382561374955821743298115691533472825471396,81,9,15.665636000000063
704906000000000600060205090641853972009672148287194356000030000000001060000509200,depth_first_graph_search,,100,724916583395748621368245791641853972539672148287194356552437819973421865416589237,81,4,8.597161000000028
000628000075034000030070000000000000321457869000010732010000080600090000008003021,depth_first_graph_search,,100,149628357275134696836579218567382144321457869584916732713265983652891473998743521,81,3,8.102709000000004
